id,bws,predicted,sentence
3270,0.684,1.9694839024262771,That really nice fellow works in a clothing factory sewing zippers on jeans . That is good . He would n't hurt a fly .
2986,0.613,0.4689186237730893,Two pencils decided to have a race . The outcome was a draw .
1924,0.613,0.8601310205494845,Those who make sponges get very absorbed in their work .
2555,0.607,0.08236757492188243,Bill Gates took advantage of his Windows of opportunity
3274,0.593,0.6406821830993861,"A sign at a cemetery reads , 'No Trespassing , Violators Will Face Grave Charges ' ."
490,0.586,0.5990266964462762,"My mailman should be a comedian , his delivery is perfect !"
3995,0.574,0.9564347469165563,When the shocked IRS agent was found guilty of tax evasion he had to take time to collect himself .
2067,0.574,1.7738718149450172,"Waiter , there are pennies in my soup ! ''Well , sir , you said you 'd stop eating here if there was n't some change in the food . '' *"
1954,0.574,0.8171569533319004,Selling gasoline too cheaply would be fuelish .
2289,0.559,0.21390245759361726,The earless defendant waived his hearing .
734,0.559,2.0161116920491544,At the petting zoo I saw a sheep scratching itself . Turns out it had fleece .
239,0.556,1.6461726367676734,"I was going to buy a book on phobias , but I was afraid it would n't help me ."
1735,0.556,0.6840426320912514,A letter carrier career is a mail dominated profession .
3154,0.552,1.6698186136478181,She got fired from the hot dog stand for putting her hair in a bun .
1081,0.548,1.360738909752487,His qualifications as a math teacher did n't add up .
2533,0.545,1.1462330343712623,He put so many blanks in his document that he started to feel spaced out .
2138,0.544,1.2821270219608676,"She was only a Dentist 's daughter , but everybody wanted to fill her cavity ."
2547,0.533,0.2832270778591788,You should never drink beyond the pint of no return .
433,0.525,1.2152174701530196,I used to hate maths but then I realised decimals have a point .
915,0.524,1.0319088055163816,"After 5 years with the same chiropractor , I moved and had to change doctors . It was quite an adjustment ."
2390,0.516,0.9654540627445851,Someone who sells old chess pieces is a pawn broker .
1728,0.509,0.9702639812588612,A cat ate some cheese and waited for a mouse with baited breath .
2618,0.509,1.3093304772679386,When the air conditioning failed in the indoor stadium there was a fan protest .
2106,0.509,0.6968726540213794,"A boy told his parents he wanted to raise goats for a living , but he was only kidding ."
1805,0.5,1.0650601386754426,The other day I held the door open for a clown . I thought it was a nice jester .
2939,0.5,0.839061029880189,If you do n't know how to choose music ask a guitarist - they know how to pick .
