1_id,2_count,active,add_features,cut,cut_mode,emb_path,experiment_dir,kernelfunc,ninducing,optimization,pearson,runtime,size,spearman,task,task4
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.4083135780187097, 9.851453200731323e-34)",0:03:16,500,"SpearmanrResult(correlation=0.40866779362308686, pvalue=8.560260526047616e-34)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.3415074651517684, 1.8266475065812248e-23)",0:04:34,700,"SpearmanrResult(correlation=0.3302702037597434, pvalue=5.77411542520308e-22)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.3310193051545185, 4.6070378013939835e-22)",0:06:31,900,"SpearmanrResult(correlation=0.3041323682197236, pvalue=1.037528310432169e-18)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.32374392771205135, 4.02145006823379e-21)",0:07:33,1100,"SpearmanrResult(correlation=0.3149074395589535, pvalue=5.167640348817337e-20)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.41528271606757644, 6.018897638865134e-35)",0:08:59,1300,"SpearmanrResult(correlation=0.3952033404379861, pvalue=1.5876057614800394e-31)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.40431857517433634, 4.748724412946115e-33)",0:10:17,1500,"SpearmanrResult(correlation=0.3976858846605875, pvalue=6.17060537109758e-32)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.3817323765969107, 2.3317971793053087e-29)",0:12:08,1700,"SpearmanrResult(correlation=0.3682489832998465, pvalue=2.738556227424155e-27)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.42663080379541435, 5.503127840429351e-37)",0:13:28,1900,"SpearmanrResult(correlation=0.4022168089024424, pvalue=1.0770435088631396e-32)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.41622900476280955, 4.096956144920639e-35)",0:14:52,2100,"SpearmanrResult(correlation=0.4005043194324007, pvalue=2.089965307426873e-32)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.4564359666735559, 1.0039231291007813e-42)",0:16:19,2300,"SpearmanrResult(correlation=0.44558379447232443, pvalue=1.437249934887671e-40)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.4312905340331673, 7.596598480069723e-38)",0:17:55,2500,"SpearmanrResult(correlation=0.41104482200995063, pvalue=3.3200474469805617e-34)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.44948573660765817, 2.4622497098190595e-41)",0:19:19,2700,"SpearmanrResult(correlation=0.43542781506853795, pvalue=1.2756254000977818e-38)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.4399575401671276, 1.7577095968914698e-39)",0:20:51,2900,"SpearmanrResult(correlation=0.418629666517147, pvalue=1.53550976574346e-35)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.46261380842979527, 5.486591672839588e-44)",0:22:22,3100,"SpearmanrResult(correlation=0.44136693110254416, pvalue=9.428835376170678e-40)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.4742426996268167, 1.9577913926995825e-46)",0:23:42,3300,"SpearmanrResult(correlation=0.4425533769197433, pvalue=5.5688950722674335e-40)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.4620374001420605, 7.214136881208834e-44)",0:25:34,3500,"SpearmanrResult(correlation=0.4457678169317197, pvalue=1.3231833252576505e-40)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.4488096171420105, 3.348195189949847e-41)",0:26:48,3700,"SpearmanrResult(correlation=0.43224408557347915, pvalue=5.046296715014356e-38)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.4816743770068973, 4.7593563207123643e-48)",0:28:25,3900,"SpearmanrResult(correlation=0.46021992263271894, pvalue=1.7043056913307484e-43)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.4892474526280771, 9.80100000786895e-50)",0:29:42,4100,"SpearmanrResult(correlation=0.47506597092722264, pvalue=1.3028500521201643e-46)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.4526736734413828, 5.726853730920876e-42)",0:31:07,4300,"SpearmanrResult(correlation=0.44752327820714966, pvalue=5.996958491338692e-41)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.48271450051103426, 2.808291310529924e-48)",0:32:53,4500,"SpearmanrResult(correlation=0.4586174524436197, pvalue=3.621433497545133e-43)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.4714285768437845, 7.811375549752427e-46)",0:35:07,4700,"SpearmanrResult(correlation=0.45839975154794804, pvalue=4.0106588304967166e-43)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.5040346009100368, 3.7518864983716166e-53)",0:36:57,4900,"SpearmanrResult(correlation=0.47793348523036344, pvalue=3.1265151134055175e-47)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.45810213350249124, 4.6107802920983405e-43)",0:39:02,5100,"SpearmanrResult(correlation=0.44121817990101175, pvalue=1.0070853836029201e-39)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.48012248142556757, 1.0421227781268852e-47)",0:40:56,5300,"SpearmanrResult(correlation=0.4627108205742878, pvalue=5.239284268748412e-44)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.4794694446783814, 1.4475215126459264e-47)",0:42:50,5500,"SpearmanrResult(correlation=0.46100685671043534, pvalue=1.1753421164349502e-43)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.49444266468477505, 6.45327754857875e-51)",0:44:39,5700,"SpearmanrResult(correlation=0.4767167299664304, pvalue=5.738382357683516e-47)",humour,False
results-2021-09-22_08-26-33,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_08-26-32_random_sample_500_200_6000,matern_3_2,500,False,"(0.47930178414060376, 1.5747573958058449e-47)",0:46:25,5900,"SpearmanrResult(correlation=0.4675510730600504, pvalue=5.148222229535273e-45)",humour,False
