id,bws,predicted,sentence
2260,0.692,0.7862783516960621,Did you hear about the compulsive fisherman ? He was really hooked on it .
2424,0.683,1.6616215932284462,I wondered why the baseball was getting bigger . Then it hit me .
667,0.672,1.4972247515285517,"When the CEO dropped his brownie on the calculator , was he trying to fudge the numbers ?"
3616,0.633,0.6282908683876977,"OLD CARD PLAYERS never die , they just fold ."
3576,0.631,1.0892484551993862,"Before a plumber retired , he took the final plunge ."
1224,0.619,1.1716871604907682,Two monocles were making love in front of a window and made spectacles of themselves .
1760,0.613,1.4306064497689939,"She was only a Electrician 's daughter , but she certainly had good connections ."
1032,0.607,1.6018960671685272,Math class is full of drama . There are so many problems to work out .
1542,0.6,1.0086980497748157,What did the triangle say to the circle ? You 're so pointless .
3436,0.594,1.3376218641229451,Did you hear about the farmer who got attacked by a cow ? He milked it for all it was worth .
2174,0.587,1.500342448185009,"A former doctor , while auditioning for a play , broke his leg . But luckily , he could still make the cast ."
1678,0.581,0.8027273172834624,She became a telephone operator because it was her calling .
142,0.574,1.1056866517073016,The math teacher was a good dancer - he had algorithm .
3995,0.574,0.9980101583783287,When the shocked IRS agent was found guilty of tax evasion he had to take time to collect himself .
2015,0.571,0.9970686790859012,"OLD POPULATION EXPERTS never die , they just lose their census ."
2241,0.564,1.8607547400287872,She became an art dealer because she wanted more Monet .
1526,0.559,0.9383069388621761,We went to the owls convention and it was a real hoot .
1316,0.559,0.9859073167439167,One ear of corn said to the other 'You 're getting husky ' .
3321,0.552,1.546957656885362,"The astronomer made a claim about a well-known star , but it was n't sirius ."
1081,0.548,0.8135185930915532,His qualifications as a math teacher did n't add up .
1093,0.545,2.1439112123724833,My friend 's bakery burned down last night . Now his business is toast .
2138,0.544,1.7874814467247908,"She was only a Dentist 's daughter , but everybody wanted to fill her cavity ."
2840,0.541,1.325204036902454,A small boy swallowed some coins and was taken to a hospital . When his grandmother telephoned to ask how he was a nurse said 'No change yet ' .
