id,bws,predicted,sentence
2441,0.709,0.8859908999945705,I do a lot of spreadsheets in the office so you can say I 'm excelling at work .
3270,0.684,0.9824300363596186,That really nice fellow works in a clothing factory sewing zippers on jeans . That is good . He would n't hurt a fly .
1749,0.677,0.9441354801288901,"The airlines have become so cash-strapped , they charged me for my emotional baggage ."
667,0.672,0.8860206920782907,"When the CEO dropped his brownie on the calculator , was he trying to fudge the numbers ?"
396,0.607,0.27356771347962305,"I plan to work in a cemetery , Tom plotted gravely ."
2493,0.587,0.25867354579311086,I 'd give my right arm to be ambidextrous .
2067,0.574,0.9530139044835568,"Waiter , there are pennies in my soup ! ''Well , sir , you said you 'd stop eating here if there was n't some change in the food . '' *"
142,0.574,0.4707426220156853,The math teacher was a good dancer - he had algorithm .
3204,0.571,0.6516115884807595,"She was only a Bricklayer 's daughter , but she was certainly stacked ."
2015,0.571,0.6935057282175625,"OLD POPULATION EXPERTS never die , they just lose their census ."
3321,0.552,0.8272256819846674,"The astronomer made a claim about a well-known star , but it was n't sirius ."
2367,0.548,0.2918568166676064,The trampoline was on sale for fifty per cent off . Needless to say I jumped on the offer .
1128,0.548,0.9715605059302929,An office with many people and few electrical outlets could be in for a power struggle .
70,0.544,0.3541912310883873,"I crossed a cell phone with a skunk , and now the service stinks ."
2138,0.544,1.0754025538609406,"She was only a Dentist 's daughter , but everybody wanted to fill her cavity ."
1238,0.541,0.46646853665907817,"If at first you do n't succeed , then skydiving is n't for you ."
87,0.541,0.46637059152843074,A dog gave birth to puppies near the road and was ticketed for littering .
243,0.538,0.6531862669481495,The magician who loved his chocolate could perform a lot of Twix .
60,0.533,0.6599380077713182,"Waiter , there 's a fly in my soup ! ''At our restaurant , we guarantee You wo n't find a single fly . '' ''Whaddya mean ? '' ''Because they 're all married . ''"
1296,0.527,-0.0624513359721526,Wrestlers do n't like to be put on hold .
1719,0.525,0.04822008535976954,If you break a string on your guitar do n't Fret .
2722,0.525,0.49854933660381096,"She was only a Elevator operator 's daughter , and she loved to go down ."
1847,0.525,0.6039140115463852,"Waiter , there 's a fly in my soup ! '' I know . It gives you a nice buzz does n't it ? ''"
1523,0.525,0.45094084186171396,"The plums for sale dried out , so the profits were pruned ."
3400,0.524,0.5132172018750967,"Old programmers never die , they just ca n't C as well ."
3778,0.524,0.3951109285827127,Graveyard workers really dig their jobs .
710,0.524,0.3130811348880209,The inventor of a hay baling machine made a bundle .
2532,0.524,0.6139784922427243,I bought me some of those new paper shirts . I do n't like them - they 're tearable .
2390,0.516,0.32454383313366064,Someone who sells old chess pieces is a pawn broker .
377,0.509,0.446169584958707,"My wife is a fine cook , plus a great algebra teacher , she is quite famous for her pi ."
