id,bws,predicted,sentence
2441,0.709,1.278365537753462,I do a lot of spreadsheets in the office so you can say I 'm excelling at work .
3270,0.684,1.4963787800740194,That really nice fellow works in a clothing factory sewing zippers on jeans . That is good . He would n't hurt a fly .
1749,0.677,1.2081523985966447,"The airlines have become so cash-strapped , they charged me for my emotional baggage ."
667,0.672,1.3113894100781387,"When the CEO dropped his brownie on the calculator , was he trying to fudge the numbers ?"
396,0.607,0.36272987724866074,"I plan to work in a cemetery , Tom plotted gravely ."
2493,0.587,-0.13097260638603303,I 'd give my right arm to be ambidextrous .
2067,0.574,1.5128059127138747,"Waiter , there are pennies in my soup ! ''Well , sir , you said you 'd stop eating here if there was n't some change in the food . '' *"
142,0.574,1.2968976822188172,The math teacher was a good dancer - he had algorithm .
3204,0.571,1.3709778983960945,"She was only a Bricklayer 's daughter , but she was certainly stacked ."
2015,0.571,1.6530764175805173,"OLD POPULATION EXPERTS never die , they just lose their census ."
3321,0.552,0.9971739829187349,"The astronomer made a claim about a well-known star , but it was n't sirius ."
2367,0.548,-0.5629204877776413,The trampoline was on sale for fifty per cent off . Needless to say I jumped on the offer .
1128,0.548,0.21101654081981855,An office with many people and few electrical outlets could be in for a power struggle .
70,0.544,0.49470296975677247,"I crossed a cell phone with a skunk , and now the service stinks ."
2138,0.544,1.425426073877613,"She was only a Dentist 's daughter , but everybody wanted to fill her cavity ."
1238,0.541,0.3100865608998306,"If at first you do n't succeed , then skydiving is n't for you ."
87,0.541,0.7428797081357998,A dog gave birth to puppies near the road and was ticketed for littering .
243,0.538,1.563301781802729,The magician who loved his chocolate could perform a lot of Twix .
60,0.533,1.6844661020300244,"Waiter , there 's a fly in my soup ! ''At our restaurant , we guarantee You wo n't find a single fly . '' ''Whaddya mean ? '' ''Because they 're all married . ''"
1296,0.527,-0.23098505121169377,Wrestlers do n't like to be put on hold .
1719,0.525,0.19128466380650552,If you break a string on your guitar do n't Fret .
2722,0.525,0.7719958000446379,"She was only a Elevator operator 's daughter , and she loved to go down ."
1847,0.525,1.396368990712758,"Waiter , there 's a fly in my soup ! '' I know . It gives you a nice buzz does n't it ? ''"
1523,0.525,0.10159647210776912,"The plums for sale dried out , so the profits were pruned ."
3400,0.524,0.6391856515635426,"Old programmers never die , they just ca n't C as well ."
3778,0.524,1.1681556537677968,Graveyard workers really dig their jobs .
710,0.524,0.3061122459503066,The inventor of a hay baling machine made a bundle .
2532,0.524,1.4779686062575048,I bought me some of those new paper shirts . I do n't like them - they 're tearable .
2390,0.516,0.954039644817952,Someone who sells old chess pieces is a pawn broker .
377,0.509,1.6303322286596602,"My wife is a fine cook , plus a great algebra teacher , she is quite famous for her pi ."
1728,0.509,1.1134882522005514,A cat ate some cheese and waited for a mouse with baited breath .
2106,0.509,0.25372746502931703,"A boy told his parents he wanted to raise goats for a living , but he was only kidding ."
2998,0.509,1.241548959908199,"When it comes to drinks , citrus fruit juices are always in the limelight ."
2539,0.5,-0.24207680679137597,Alcohol and calculus do n't mix so do n't drink and derive .
2457,0.492,1.2708498375834507,"OLD QUILTERS never die , they just go under cover ."
1783,0.492,0.919476947909978,Ancient scribes who hired Aztec writers had to make sure the Inca was dry .
1631,0.485,1.2572081102172679,We 'll never run out of math teachers because they always multiply .
2760,0.485,0.1254407514262827,What keeps a dock floating above water ? Pier pressure .
3485,0.483,-0.5565027794945012,I wanted to make suits but I could never measure up .
81,0.481,0.6207429178029589,Why do n't people like to talk to garbage men ? They mostly talk trash .
3369,0.477,1.6113137626888103,"OLD MATHEMATICIANS never die , they just lose some functions ."
3046,0.477,0.9267992624336295,Are giraffes good pets or are they too high maintenance ?
3099,0.475,1.2402689042524653,Did you hear about these new reversible jackets ? I 'm excited to see how they turn out .
620,0.475,1.5507018114883746,"I started to work at a seafood buffet , but then I pulled a mussel ."
966,0.475,0.2592770178708858,"He crashed through several windows , but felt no pane ."
1741,0.469,1.4250470704151854,Pencil sharpeners have a tough life - they live off tips .
2234,0.467,1.9373344610854524,Why are all businessmen fat ? Must be all the inflation .
3974,0.464,0.5598269357622081,Someone who attempts long distance fraud is known as a phony .
597,0.462,0.8970515956940543,"An old lady once asked the dispatcher of a local trucking company if they could ship an antique mirror to her sister in Toronto . The dispatcher says , ' I do n't know madam , I 'd have to look into it first ' ."
3998,0.46,1.0395721249057854,Marine biologists never make mistakes on porpoise .
3230,0.46,0.6737837635134778,Q : What do you call six blondes placed ear to ear ? A : A wind tunnel .
606,0.458,1.1418435163611882,Bring me a rubber band and make it snappy !
220,0.452,-0.5798113044151791,Live long and prosper ... But do n't let the IRS know .
2979,0.452,0.7154242726452493,Banning the bra was a big flop .
3619,0.452,1.1108115427107645,"OLD SANITATION MEN never die , they just waste away"
2577,0.451,0.09717670628768638,My friend is moving to Seoul . He thought it would be a good Korea move .
1261,0.448,-0.04994136752186068,Bike sales go in cycles .
1986,0.443,0.7576380144665886,"I knew a woman who owned a taser , man was she stunning !"
2244,0.443,1.5004243941953666,Building a cul-de-sac would be a bit of a dead-end job .
1209,0.443,1.4671327943016133,They tried to save him with an I.V . but it was all in vein .
558,0.443,1.5330616129147803,When crazy glue was invented lots of people became attached to it .
269,0.443,0.4818084380514551,Trust your calculator . It 's something to count on .
2523,0.438,2.392641459672882,A guy became so good with a chainsaw that he was promoted to branch manager .
2958,0.433,1.7419782968537452,"Doctor , Doctor I feel like a pair of curtains - Well pull yourself together then . Next ."
1097,0.433,1.8280772658956606,"OLD GOLFERS never die , they just lose their drive ."
3777,0.433,-0.4418372391201528,Seven days without a pun makes one weak .
567,0.433,1.463193811115062,Always trust a glue salesman . They tend to stick to their word .
1831,0.429,0.652251941465891,Why are Italians so good at making coffee ? Because they really know how to espresso themselves .
3625,0.429,0.7133666645393675,"Harry and Clem the carpenters , argued mightily on how best to complete the dinette set they were working on . They finally agreed to table the discussion ."
2886,0.424,0.5551357975430959,Math teachers have lots of problems .
98,0.424,-0.26166441517359673,My new theory on inertia does n't seem to be gaining momentum .
2124,0.424,1.0962146277349265,I wondered why my geometry class was always tired . They were all out of shape .
3892,0.424,0.5921983798682202,"I was going to buy some loose tea , but the price was too steep ."
2103,0.424,0.30665846262575325,A student limped into class with a lame excuse .
2573,0.419,0.5680125325652042,We were so poor when I was growing up we could n't even afford to pay attention .
1635,0.419,-0.8675734225972812,"When asked whether or not I was bilingual , I was about to say I knew sign language , but I figured it was sort of a mute point ."
1194,0.418,0.5313832464543788,A friend told me he dug a hole in my backyard and filled it with water . I thought he meant well .
334,0.418,0.1721694953177509,I suspected our new house guest was a terrorist . He asked to sleep on a blow up mattress .
2765,0.418,0.0439863052703231,"I used to have a fear of hurdles , but I got over it ."
3401,0.414,1.3251065528073362,"OLD FORESTERS never die , they just pine away ."
2652,0.414,1.4905656990551632,"My cavity was n't fixed by my regular dentist , but by a guy who was filling in ."
3775,0.414,0.25966748639421533,"If at first you do n't succeed , call it Version 1.0"
810,0.41,1.361104061668492,OLD ELECTRICIANS never die they just lose contact .
2592,0.41,-0.025968408635835966,Sushi : known to the rest of the world as 'Bait '
1195,0.407,0.816415278950835,When cannibals ate a missionary they got a taste of religion .
67,0.406,1.4103966899869596,"OLD BUTCHERS never die , they only meat their fate ."
