id,bws,predicted,sentence
2441,0.709,0.8680997824559384,I do a lot of spreadsheets in the office so you can say I 'm excelling at work .
3270,0.684,1.0143369313346373,That really nice fellow works in a clothing factory sewing zippers on jeans . That is good . He would n't hurt a fly .
1749,0.677,0.9146581212964164,"The airlines have become so cash-strapped , they charged me for my emotional baggage ."
667,0.672,0.9712576700105768,"When the CEO dropped his brownie on the calculator , was he trying to fudge the numbers ?"
396,0.607,0.24289114605451523,"I plan to work in a cemetery , Tom plotted gravely ."
2493,0.587,0.36361818776233307,I 'd give my right arm to be ambidextrous .
2067,0.574,1.0308607300499069,"Waiter , there are pennies in my soup ! ''Well , sir , you said you 'd stop eating here if there was n't some change in the food . '' *"
142,0.574,0.6530426097202036,The math teacher was a good dancer - he had algorithm .
3204,0.571,0.8248134288644166,"She was only a Bricklayer 's daughter , but she was certainly stacked ."
2015,0.571,0.7387529011178161,"OLD POPULATION EXPERTS never die , they just lose their census ."
3321,0.552,0.654180669958327,"The astronomer made a claim about a well-known star , but it was n't sirius ."
2367,0.548,0.5834733407180355,The trampoline was on sale for fifty per cent off . Needless to say I jumped on the offer .
1128,0.548,0.8986114972061847,An office with many people and few electrical outlets could be in for a power struggle .
70,0.544,0.4381461249324555,"I crossed a cell phone with a skunk , and now the service stinks ."
2138,0.544,1.0955539972784942,"She was only a Dentist 's daughter , but everybody wanted to fill her cavity ."
1238,0.541,0.5915118581611644,"If at first you do n't succeed , then skydiving is n't for you ."
87,0.541,0.5314042762920278,A dog gave birth to puppies near the road and was ticketed for littering .
243,0.538,0.6448110265224716,The magician who loved his chocolate could perform a lot of Twix .
60,0.533,0.5798629160590193,"Waiter , there 's a fly in my soup ! ''At our restaurant , we guarantee You wo n't find a single fly . '' ''Whaddya mean ? '' ''Because they 're all married . ''"
1296,0.527,0.2145203955164132,Wrestlers do n't like to be put on hold .
1719,0.525,0.06368427646996401,If you break a string on your guitar do n't Fret .
2722,0.525,0.5576540610396603,"She was only a Elevator operator 's daughter , and she loved to go down ."
1847,0.525,0.737719108653381,"Waiter , there 's a fly in my soup ! '' I know . It gives you a nice buzz does n't it ? ''"
1523,0.525,0.4786964982028435,"The plums for sale dried out , so the profits were pruned ."
3400,0.524,0.4749947947102491,"Old programmers never die , they just ca n't C as well ."
3778,0.524,0.26010960185682014,Graveyard workers really dig their jobs .
710,0.524,0.23077801092212358,The inventor of a hay baling machine made a bundle .
2532,0.524,0.5794535244603504,I bought me some of those new paper shirts . I do n't like them - they 're tearable .
2390,0.516,0.40066633205461116,Someone who sells old chess pieces is a pawn broker .
377,0.509,0.5751773167699237,"My wife is a fine cook , plus a great algebra teacher , she is quite famous for her pi ."
1728,0.509,0.7056791432152782,A cat ate some cheese and waited for a mouse with baited breath .
2106,0.509,0.5362417616997017,"A boy told his parents he wanted to raise goats for a living , but he was only kidding ."
2998,0.509,0.5912307085924771,"When it comes to drinks , citrus fruit juices are always in the limelight ."
2539,0.5,-0.04318864785389051,Alcohol and calculus do n't mix so do n't drink and derive .
2457,0.492,0.7544206669530238,"OLD QUILTERS never die , they just go under cover ."
1783,0.492,0.6581697919941814,Ancient scribes who hired Aztec writers had to make sure the Inca was dry .
1631,0.485,0.9646619264427894,We 'll never run out of math teachers because they always multiply .
2760,0.485,0.07515108691121306,What keeps a dock floating above water ? Pier pressure .
3485,0.483,0.5817678153159076,I wanted to make suits but I could never measure up .
81,0.481,0.3921355714662026,Why do n't people like to talk to garbage men ? They mostly talk trash .
3369,0.477,1.0830445242591242,"OLD MATHEMATICIANS never die , they just lose some functions ."
3046,0.477,0.46760496817011704,Are giraffes good pets or are they too high maintenance ?
3099,0.475,0.7623320258527477,Did you hear about these new reversible jackets ? I 'm excited to see how they turn out .
620,0.475,0.6188225270630557,"I started to work at a seafood buffet , but then I pulled a mussel ."
966,0.475,0.31310367273025386,"He crashed through several windows , but felt no pane ."
1741,0.469,0.815578234171832,Pencil sharpeners have a tough life - they live off tips .
2234,0.467,0.6796566888300501,Why are all businessmen fat ? Must be all the inflation .
3974,0.464,0.7244231666385434,Someone who attempts long distance fraud is known as a phony .
597,0.462,0.851891775556267,"An old lady once asked the dispatcher of a local trucking company if they could ship an antique mirror to her sister in Toronto . The dispatcher says , ' I do n't know madam , I 'd have to look into it first ' ."
3998,0.46,0.2193912566202788,Marine biologists never make mistakes on porpoise .
3230,0.46,0.8023774607619477,Q : What do you call six blondes placed ear to ear ? A : A wind tunnel .
606,0.458,0.39211022244887106,Bring me a rubber band and make it snappy !
220,0.452,-0.45121542789025243,Live long and prosper ... But do n't let the IRS know .
2979,0.452,0.4079910081408617,Banning the bra was a big flop .
3619,0.452,0.5944553825909855,"OLD SANITATION MEN never die , they just waste away"
2577,0.451,0.42308843023823006,My friend is moving to Seoul . He thought it would be a good Korea move .
1261,0.448,0.22687839685363692,Bike sales go in cycles .
1986,0.443,0.6468105334858933,"I knew a woman who owned a taser , man was she stunning !"
2244,0.443,0.7693901357990505,Building a cul-de-sac would be a bit of a dead-end job .
1209,0.443,0.8297116258225857,They tried to save him with an I.V . but it was all in vein .
558,0.443,0.7799560557955201,When crazy glue was invented lots of people became attached to it .
269,0.443,0.27413180535990633,Trust your calculator . It 's something to count on .
2523,0.438,0.93215160374745,A guy became so good with a chainsaw that he was promoted to branch manager .
2958,0.433,1.0135309376768629,"Doctor , Doctor I feel like a pair of curtains - Well pull yourself together then . Next ."
1097,0.433,1.0147982731363514,"OLD GOLFERS never die , they just lose their drive ."
3777,0.433,-0.19613756633891194,Seven days without a pun makes one weak .
567,0.433,0.4029747851918303,Always trust a glue salesman . They tend to stick to their word .
1831,0.429,0.9600207399637839,Why are Italians so good at making coffee ? Because they really know how to espresso themselves .
3625,0.429,0.8160491122563054,"Harry and Clem the carpenters , argued mightily on how best to complete the dinette set they were working on . They finally agreed to table the discussion ."
2886,0.424,0.43154852879725253,Math teachers have lots of problems .
98,0.424,0.3856667262216198,My new theory on inertia does n't seem to be gaining momentum .
2124,0.424,0.864737848368426,I wondered why my geometry class was always tired . They were all out of shape .
3892,0.424,0.9444269559636689,"I was going to buy some loose tea , but the price was too steep ."
2103,0.424,0.21731263400849868,A student limped into class with a lame excuse .
2573,0.419,0.8037287741660533,We were so poor when I was growing up we could n't even afford to pay attention .
1635,0.419,1.0491902231393748,"When asked whether or not I was bilingual , I was about to say I knew sign language , but I figured it was sort of a mute point ."
1194,0.418,0.6017883000967694,A friend told me he dug a hole in my backyard and filled it with water . I thought he meant well .
334,0.418,0.741182957846098,I suspected our new house guest was a terrorist . He asked to sleep on a blow up mattress .
2765,0.418,0.7320514917466814,"I used to have a fear of hurdles , but I got over it ."
3401,0.414,0.8849707201839044,"OLD FORESTERS never die , they just pine away ."
2652,0.414,1.1296121489146609,"My cavity was n't fixed by my regular dentist , but by a guy who was filling in ."
3775,0.414,0.6659067066018196,"If at first you do n't succeed , call it Version 1.0"
810,0.41,1.0471886175747276,OLD ELECTRICIANS never die they just lose contact .
2592,0.41,0.11509979710812301,Sushi : known to the rest of the world as 'Bait '
1195,0.407,0.26050821442995065,When cannibals ate a missionary they got a taste of religion .
67,0.406,0.6877630310685132,"OLD BUTCHERS never die , they only meat their fate ."
1580,0.406,0.15068071081456255,To become a pilot requires a good altitude .
3378,0.403,0.7429623476764804,I could n't figure out how to fasten my seatbelt . Then it clicked .
2154,0.4,0.4535598297376958,He died leaving 100 clocks . His son is winding up the estate .
3734,0.4,0.9535090308186609,The stress of having his beloved pet bunny die caused a man to go bald -- he was very upset about losing his hare .
2904,0.397,0.6411687684439621,The movie about the mobile home was advertised with a trailer .
2762,0.394,0.6548013490337856,He auditioned for a part as a trumpet player but he blew it .
3607,0.394,0.7212790458994186,"I try wearing tight jeans , but I can never pull it off ."
1858,0.393,0.596920687455597,I made a really cheesy pun about quesadillas the other day .
1134,0.39,1.145155954403218,"She was only a Insurance broker 's daughter , but all the guys liked her policy ."
755,0.39,0.10158985187895347,An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation .
564,0.39,0.39056037860818704,I met a math professor who has 12 children - she really knows how to multiply .
1175,0.387,0.09338815370556529,My new expensive vacuum cleaner really sucked .
484,0.387,0.5862070674535651,"OLD GRAVEDIGGERS never die , they just get buried in their work"
603,0.387,0.8294408258220538,My boyfriend and I started to date after he backed his car into mine . We met by accident .
516,0.387,1.0652704171997383,"A man tried working in a shoe store , but he just could n't seem to fit in ."
73,0.385,0.6274055254895421,A fisherman took pain pills because of a persistent haddock .
2430,0.382,0.5353545962498842,"Of all the people I 've met , you 're certainly one of 'em ."
2893,0.379,0.6813808291384962,The star asked the sun why the moon was always up so late . Sun responded that it was just a phase .
3563,0.379,0.89927243463203,"When the florist was running behind in delivering the roses , he had to put the petal to the metal ."
918,0.379,0.8933311204062261,Old cotton-pickers never die . They just bale out .
3231,0.377,0.6629982820325546,"Dr. Jekyll 's more successful second formula turned him into a world-class sprinter rather than a violent psychopath , proving that you can run but you ca n't always Hyde ."
1660,0.377,0.6667658904466278,The Alpine Skiing competition started poorly and went downhill from there .
640,0.377,0.6122981850866966,"I used to do rock climbing as a youth , but I was much boulder back then ."
1040,0.377,0.48493855715185524,"If you think guests really enjoy your home movies , you are probably projecting ."
3994,0.375,0.029740122477001214,One leftover said to another 'foiled again . '
895,0.375,1.1240919290370535,The man who impulsively got a cat despite his allergies later realized that it was a rash decision .
585,0.373,0.3418020003269986,For class schedules Yoga instructors are flexible .
313,0.37,0.21038759581679867,The dieters vowed to let nothing go to waist .
3819,0.368,0.9555002205312115,Do n't argue with a bomb inventor - he might blow up at you .
2819,0.368,0.7432061900535507,"During the meeting about earthquakes , there were several motions ."
3174,0.368,0.4857309501070488,The first guy to mass produce candies made a mint .
559,0.368,0.39865044962333157,Acupuncture is a jab well done .
242,0.367,0.47140594002454983,"A new batter joined the baseball team , and he was a real hit ."
3262,0.367,0.754564622444921,Two banks with different rates have a conflict of interest .
3950,0.367,-0.0177241923619264,"''We have no oranges , '' Tom said fruitlessly ."
1050,0.365,1.0689370741048867,A bowling team was called 'lightning ' because they had so many strikes .
2783,0.365,0.6605153911659623,"OLD ACADEMICIANS never die , they just lose their faculties"
1288,0.357,0.308454180590242,"No matter how much you push the envelope , it 'll still be stationery ."
1869,0.357,0.1729753506561876,Vinyl records are really groovy .
315,0.356,0.47756507522235436,I think my learning curve has turned into a circle .
1371,0.356,0.5324390236712683,"I 've never taken an elevator to the basement floor , that 's just beneath me ."
49,0.356,0.6852523132725559,"OLD HELSINKI TOURISTS never die , they just vanish into Finn air ."
2079,0.356,0.13159982328681563,STICK \'stik\ n. 1 : A somewhat nonfunctional boomerang .
3304,0.356,0.9058760462265285,When priests have a good idea they are supposed to parish the thought .
2354,0.355,0.5241907015406536,I find that movies about submarines always go down well .
2415,0.355,0.7253212331814494,"I ca n't budge this huge box ! '' I exclaimed . ''Of course not , '' the office supply warehouse clerk replied , `` it 's stationery . '' ."
2926,0.346,0.7707466664397773,"OLD CHINESE COOKS never die , they just wok away"
1438,0.345,0.2828437189865093,A hangman will always keep you in the loop .
2957,0.345,0.21707720207880882,Never insult 7 men when all you 're packing is a 6-shooter
2383,0.345,0.5477186649407293,The male pig puts everyone to sleep . You could say he 's quite the boar .
2802,0.344,0.9603062698417777,The man leaned on the printer cartridge because he wanted to tone up his abs .
3859,0.344,0.5342992824233541,A chicken crossing the road is poultry in motion .
3540,0.343,0.6059762644412509,"A guy went to a costume party dressed as a knife , and he really looked sharp ."
3977,0.333,1.1787517913685939,The veterinarian had a great deal of trouble getting his dog to heel .
3212,0.333,0.40647705201450246,After burning a batch of cookies a baker felt very crummy .
3429,0.333,0.7416034474501068,"She was only a Grape picker 's daughter , but she was somewhat of a winer ."
203,0.333,0.949965202711019,"OLD AUTO MECHANICS never die , they just become exhausted ."
405,0.333,0.8019646799866342,"Doctor , doctor , I keep thinking I 'm a spoon . - Sit there and do n't stir . Next ."
2524,0.333,0.9036930952225677,A man sprayed a boy with ceiling foam . He was arrested for insulating behavior .
4027,0.333,0.6010008745058866,Highways today are much better than they were many years ago and there are lots of concrete examples of it .
1326,0.333,0.9424330224828599,"Doctor , Doctor , what would you take for this cold ? - Make me an offer . Next ."
1984,0.323,1.226241369760185,"When the thief fell in the wet cement and broke both legs , he became a hardened criminal ."
738,0.322,0.38115077365791183,John Deere has just released its most powerful tractor yet . It is the torque of the town .
105,0.322,0.6839474459341652,A baker stopped making donuts after he got tired of the hole thing .
2186,0.322,0.08374363626825554,Do n't marry for money ; you can borrow it cheaper .
664,0.322,0.4476450068644117,A case of disappearing bison had police completely buffaloed .
3738,0.321,0.45679387588105846,If you ca n't laugh at yourself ... I 'll do it for you .
1075,0.312,0.1904234088791355,Installing a fan can be a breeze .
690,0.311,0.5672668087420873,A discussion of digging a new mine shaft was too deep for him .
3660,0.311,0.7985671323743297,"I used up all my sick days , so I 'm calling in dead ."
2110,0.311,0.29561710333190583,The invisible cows were herd but not seen .
43,0.31,0.7856777253031171,I wanted to exercise last night but it just did n't work out .
1503,0.309,0.6350913670311873,He drove his car until the day of wreckoning .
2351,0.303,0.37971001775961893,I hear the Sylvester Stallone Film Festival got off to a rocky start .
2634,0.303,0.6391959214888487,A third-generation clothes designer had it in her jeans .
3939,0.302,1.0581202893076807,"OLD LIBRARIANS never die , they just lose their circulation ."
2736,0.302,0.7359027446869995,"On being served an extravagant dessert : `` So rich , it has its own tax shelters . ''"
2865,0.3,0.6605379752545029,"OLD TROMBONISTS never die , they just slide away ..."
436,0.3,0.5950091218220803,"She was only a Horseman 's daughter , but she did n't know how to say neigh ."
931,0.3,0.6718101528529,She became a lifeguard at the beach and kept the buoys in line .
2856,0.3,0.632245457944967,The inventor of sandpaper had a rough time of it .
3372,0.3,0.9902685107140419,"A butcher was trying so hard to be funny , but he just was n't making the cut ."
3017,0.298,0.39466734843649,Oil executives are always using crude language .
3652,0.298,0.5199651272863288,Stewardess trainee : `` Where does THIS door gooooooooooooo .... ''
1898,0.296,0.35100435346808373,When neon lights were perfected the inventor was positively glowing .
52,0.296,0.058486031229933844,To write with a broken pencil is pointless .
2250,0.296,0.7855487639492453,"To keep someone from stealing your shipments of smoked salmon , secure them with lox ."
2379,0.292,1.2004896319371445,Whenever the nurses have a bad day they just keep needling people .
1552,0.29,0.04309562628397221,The study of ancient symbols will lead you to rune .
2062,0.29,0.7478988648014451,"They said he drank 2 bottles of whisky a day , but it was n't true . He had to scotch those rumours right away ."
1120,0.29,0.5406956957230161,''How long will I have to wait for a table ? '' asked Tom without reservation .
1978,0.288,0.26964993270285714,"Set your drink on a skateboard , they make good coasters ."
2359,0.288,0.19291301142758377,The incontinent Scotsman had a wee accident .
1987,0.288,0.3233468582808269,Bees make money by celling their honey .
3533,0.288,0.515039203331967,A hermit drove to town and was charged with recluse driving .
3925,0.286,0.5882161131019985,"For the orthodontist visit , the boy had to brace himself ."
2141,0.281,0.5620275404383023,"I did n't know which hammer to get , but I think I nailed it ."
3910,0.281,0.30592553995219796,Lions do n't have to worry about every little detail in life ... just the mane thing .
2980,0.281,0.6699877678153516,The boy had never played basketball before so he decided to give it a shot .
3393,0.279,0.06033114923584891,Sweet potatoes ? I yam impressed !
2180,0.279,0.40412853357986556,He 's a good letter carrier . He always keeps you posted .
2216,0.279,0.13057422252075218,Coins are mint to be .
2844,0.279,0.48065074476633485,I needed a raise in my allowance . Mowing the grass all summer just was n't cutting it .
2784,0.279,0.050269893547885997,"My name is Gene , I 'm a DNA researcher ."
2196,0.276,0.60385743038477,"OLD SHOE SHINE BOYS never die , they are just rebuffed .."
2748,0.276,0.6893877305201107,Sign on a music store window : 'Come in and pick out a drum -- then beat it ! '
3933,0.276,0.9655344333553041,"Doctor , Doctor , you 've got to help me . I think I 'm a kleptomaniac . - Do n't worry . I think there 's something you can take for that . Next ."
1637,0.273,0.6543820383112197,OLD SEERS never die they just lose their vision .
3420,0.273,0.5090327906614656,"OLD ENUMERATORS never die , they just lose their census"
483,0.27,0.9268886102958616,A baker always put too much flour in his bread because he was a gluten for punishment .
1830,0.267,0.9379780141673889,Dentists have the same old grind day after day .
2078,0.267,0.938555901974339,Back when the news was written on clay tablets there was a lot of breaking news .
2477,0.267,0.7165395321367913,An astronomy column in the newspaper would have a lot of space devoted to it .
3037,0.263,0.44920850563189463,What do they call all that lumber on the Star Trek 's Enterprise ? Captain 's log .
3224,0.263,0.07479966325735486,Sea captains have a lot of latitude .
