id,bws,predicted,sentence
2260,0.692,1.4131166942857498,Did you hear about the compulsive fisherman ? He was really hooked on it .
2424,0.683,0.744468784987468,I wondered why the baseball was getting bigger . Then it hit me .
667,0.672,0.5845923064296342,"When the CEO dropped his brownie on the calculator , was he trying to fudge the numbers ?"
3616,0.633,0.24610296951018415,"OLD CARD PLAYERS never die , they just fold ."
3576,0.631,0.24475280647906514,"Before a plumber retired , he took the final plunge ."
1224,0.619,0.5449037238413127,Two monocles were making love in front of a window and made spectacles of themselves .
1760,0.613,0.5679945813603416,"She was only a Electrician 's daughter , but she certainly had good connections ."
1032,0.607,1.1811204332990775,Math class is full of drama . There are so many problems to work out .
1542,0.6,-0.024782759738522814,What did the triangle say to the circle ? You 're so pointless .
3436,0.594,0.9777285037482656,Did you hear about the farmer who got attacked by a cow ? He milked it for all it was worth .
2174,0.587,0.5198413479103061,"A former doctor , while auditioning for a play , broke his leg . But luckily , he could still make the cast ."
1678,0.581,0.5956315963265469,She became a telephone operator because it was her calling .
142,0.574,0.9596303077081464,The math teacher was a good dancer - he had algorithm .
3995,0.574,0.8002188755821383,When the shocked IRS agent was found guilty of tax evasion he had to take time to collect himself .
2015,0.571,0.4995942739667234,"OLD POPULATION EXPERTS never die , they just lose their census ."
2241,0.564,0.6829245686932368,She became an art dealer because she wanted more Monet .
1526,0.559,0.2051443212227353,We went to the owls convention and it was a real hoot .
1316,0.559,0.12441404771464948,One ear of corn said to the other 'You 're getting husky ' .
3321,0.552,0.9202030815607765,"The astronomer made a claim about a well-known star , but it was n't sirius ."
1081,0.548,0.9188993154044036,His qualifications as a math teacher did n't add up .
1093,0.545,0.43955073901003944,My friend 's bakery burned down last night . Now his business is toast .
2138,0.544,1.3866082520414917,"She was only a Dentist 's daughter , but everybody wanted to fill her cavity ."
2840,0.541,1.1063677364289453,A small boy swallowed some coins and was taken to a hospital . When his grandmother telephoned to ask how he was a nurse said 'No change yet ' .
60,0.533,0.88958082657921,"Waiter , there 's a fly in my soup ! ''At our restaurant , we guarantee You wo n't find a single fly . '' ''Whaddya mean ? '' ''Because they 're all married . ''"
363,0.533,0.6786823274285847,"At first I hated my haircut , but now it 's growing on me ."
2225,0.531,0.7909607820872336,It 's OK to watch an elephant bathe as they usually have their trunks on .
1713,0.529,0.9968716577532578,Did you hear about the crab in financial difficulty ? It was starting to feel the pinch .
773,0.525,0.4706219182935258,"I 've never tipped a cow . Then again , one has never served me food ."
2532,0.524,0.9608919270166589,I bought me some of those new paper shirts . I do n't like them - they 're tearable .
2269,0.517,0.6823788819564218,"OLD PROCTOLOGISTS never die , they just face the end ."
2998,0.509,0.41758747616257086,"When it comes to drinks , citrus fruit juices are always in the limelight ."
377,0.509,0.41109209877512626,"My wife is a fine cook , plus a great algebra teacher , she is quite famous for her pi ."
3577,0.508,0.9949983338356378,"The place that made rubber balls almost went bankrupt , but they bounced back ."
2286,0.508,0.2379950466341281,The janitor 's union called for sweeping reforms .
3594,0.5,0.5818539507652583,What is the best store to be in during an earthquake ? A stationery store .
1805,0.5,0.13409842720936752,The other day I held the door open for a clown . I thought it was a nice jester .
3091,0.5,0.6896626746700378,When the orchard owner went to trial he was judged by a jury of his pears .
